Rank,Term,Score,Search term?,Category?
3186,calcium-free artificial seawater,1.58,,
3186,high-pp coastal zone,1.58,,
3186,particle sinking rate21,1.58,,
3186,absolute accumulation rate,1.58,,
3186,clean coastal water,1.58,,
3186,trophic link phytoplankton,1.58,,
3186,calcium carbonate producer,1.58,,
3186,nitrous oxide budget,1.58,,
3186,nutrient-stimulated primary production,1.58,,
3186,outdoor growth period,1.58,,
3186,n o20 d,1.58,,
3186,metal ligand complex,1.58,,
3186,oregon continental shelf,1.58,,
3186,north atlantic-european ocean,1.58,,
3186,autosomal recessive pattern,1.58,,
3186,deep ocean ventilation,1.58,,
3186,phosphorus loading lp,1.58,,
3186,evolu- tionary play,1.58,,
3186,fossil fuel resource,1.58,,
3186,local estuary condition,1.58,,
3186,intrinsic environmental condition,1.58,,
3186,drifter buoy track,1.58,,
3186,rocky intertidal system,1.58,,
3186,shallow coastal system,1.58,,
3186,integrated primary production,1.58,,
3186,balance point c,1.58,,
3186,spring bloom development,1.58,,
3186,l18609 isaacs jd,1.58,,
3186,annual phytoplankton productivity,1.58,,
3186,aquatic primary production,1.58,,
3186,cell acid-base chemistry,1.58,,
3186,single prediction theory,1.58,,
3186,prey size range,1.58,,
3186,standard pinc parameter,1.58,,
3186,commission decision 2010/477/eu,1.58,,
3186,local socialecological system,1.58,,
3186,kings bay a/s,1.58,,
3186,global terrestrial npp,1.58,,
3186,inoculum cell density,1.58,,
3186,mesozooplankton specie composition,1.58,,
3186,daily nutrient supply,1.58,,
3186,tropical moresby estuary,1.58,,
3186,lake-inspired conceptual model,1.58,,
3186,threatening fish population,1.58,,
3186,remote climate-driven process,1.58,,
3186,high-temperature catalytic oxidation,1.58,,
3186,physiologi- cal ecology,1.58,,
3186,integrated global program,1.58,,
3186,deep scientific understanding,1.58,,
3186,export photosynthetic carbon,1.58,,
3186,marine oligotrichous ciliate,1.58,,
3186,alanine-rich sulfotransferase protein,1.58,,
3186,bats seasonal cycle,1.58,,
3186,ecosystem status component,1.58,,
3186,trace metal availability,1.58,,
3186,ultraoligotrophic eastern mediterranean,1.58,,
3186,export food chain,1.58,,
3186,inorganic nutrient limitation,1.58,,
3186,heterotrophic bacteria consume,1.58,,
3186,carbon-mediated zooplankton flow,1.58,,
3186,oxymini optode system,1.58,,
3186,cellular caco3 content,1.58,,
3186,marine coccolitho- phorid,1.58,,
3186,organic peroxide variation,1.58,,
3186,b-amyloid precursor protein,1.58,,
3186,low-co 2-grown cell,1.58,,
3186,strict upper constraint,1.58,,
3186,continuous human intervention,1.58,,
3186,flow rate measurement,1.58,,
3186,low subsurface oxygen,1.58,,
3186,variable ph condition,1.58,,
3186,linear motif discovery,1.58,,
3186,negative linear relationship,1.58,,
3186,southern hemisphere region,1.58,,
3186,tropical marine system,1.58,,
3186,whole-ecosystem quality objective,1.58,,
3186,aggregated phytoplankton response,1.58,,
3186,underwater light supply,1.58,,
3186,coastal black sea,1.58,,
3186,physico- chemical parameter,1.58,,
3186,organism life cycle,1.58,,
3186,respiratory carbon loss,1.58,,
3186,wellilluminated surface layer,1.58,,
3186,powell basin region,1.58,,
3186,maryland mainstem region,1.58,,
3186,drifter track datum,1.58,,
3186,ecohydrodynamic condition community,1.58,,
3186,acidification major influence,1.58,,
3186,mascot search engine,1.58,,
3186,neutral density screen,1.58,,
3186,light microscopic analysis,1.58,,
3186,terrestrial ecosystem service,1.58,,
3186,m2 spatial pattern,1.58,,
3186,suboptimal nutrient content,1.58,,
3186,budapest sequence file,1.58,,
3186,net bacterial production,1.58,,
3186,soluble reactive p,1.58,,
3186,sulphuric acid fume,1.58,,
3186,fine-scale biological dynamic,1.58,,
3186,lake eutrophication model,1.58,,
3186,reference system organization,1.58,,
3186,respective control mesocosm,1.58,,
3186,main ocean thermocline,1.58,,
3186,phytoplankton bloom biomass,1.58,,
3186,mesocosm experi- ment,1.58,,
3186,interannual ocean variability,1.58,,
3186,clear pdo shift,1.58,,
3186,flow cytometry datum,1.58,,
3186,amlr sampling grid,1.58,,
3186,influence marine ecosystem,1.58,,
3186,northern shelf region,1.58,,
3186,uk marine water,1.58,,
3186,measurable surface nitrate,1.58,,
3186,ms sarah dashfield,1.58,,
3186,mm gf/f filter,1.58,,
3186,temperature catalytic oxidation32,1.58,,
3186,translucent polyethylene tank,1.58,,
3186,datum quality control,1.58,,
3186,eastern scotian shelf,1.58,,
3186,animate envi- ronment,1.58,,
3186,ocean-driven atmospheric co2,1.58,,
3186,kluwer academic publisher,1.58,,
3186,long island estuary,1.58,,
3186,cell density threshold,1.58,,
3186,carbon feeding rate,1.58,,
3186,polar westerly current,1.58,,
3186,global calcification response,1.58,,
3186,natural summer situation,1.58,,
3186,saint brieuc bay,1.58,,
3186,well-lit surface layer,1.58,,
3186,air input tap,1.58,,
3186,arbitrary reference state,1.58,,
3186,water-sedi- ment interface,1.58,,
3186,geo- chemical process,1.58,,
3186,open ocean pp,1.58,,
3186,coastal upwelling regime,1.58,,
3186,concentrac h e,1.58,,
3186,inverse model analysis,1.58,,
3186,atmospheric iron input,1.58,,
3186,small si requirement,1.58,,
3186,radioactive carbon uptake,1.58,,
3186,danish coastal water,1.58,,
3186,main nutrient supply,1.58,,
3186,top image apply,1.58,,
3186,ecosystem health nature,1.58,,
3186,oxidation/ reduction reaction,1.58,,
3186,fishery management tool,1.58,,
3186,carbon ingestion rate,1.58,,
3186,phytoplank- ton control,1.58,,
3186,international geosphere-biosphere programme,1.58,,
3186,cop carbon flow,1.58,,
3186,environmental proton balance,1.58,,
3186,winter air temperature,1.58,,
3186,oceanic primary productivity,1.58,,
3186,sediment accumulation rate,1.58,,
3186,marine biological resource,1.58,,
3186,actual feeding condition,1.58,,
3186,severe nutrient deficiency,1.58,,
3186,mascot search criterion,1.58,,
3186,small temperature variation,1.58,,
3186,high-resolution sampling program,1.58,,
3186,ultraefficient uptake system,1.58,,
3186,central barents sea,1.58,,
3186,mangrove eco- system,1.58,,
3186,nearby marguerite bay,1.58,,
3186,experimental marine ecosystem,1.58,,
3186,surface area/volume ratio,1.58,,
3186,food con- centration,1.58,,
3186,marine spatial planning,1.58,,
3186,mm gf-f filter,1.58,,
3186,bacterial nitrogen consumption,1.58,,
3186,democratic political process,1.58,,
3186,local chl trend,1.58,,
3186,physical climate variability,1.58,,
3186,diurnal redox cycle,1.58,,
3186,warm poleward current,1.58,,
3186,prolonged water residence,1.58,,
3186,system system state,1.58,,
3186,oosterschelde storm-surge barrier,1.58,,
3186,direct physiological temperature,1.58,,
3186,organic matter decomposition,1.58,,
3186,southern bransfield strait,1.58,,
3186,mm pore size,1.58,,
3186,sir gilbert walker,1.58,,
3186,natural pelagic community,1.58,,
3186,co2 flux change,1.58,,
3186,global-scale climate change,1.58,,
3186,shallow thermoor pycnocline,1.58,,
3186,ocean transparency datum,1.58,,
3186,length tube sampler,1.58,,
3186,initial pre-inoculation blank,1.58,,
3186,tropical pacific sst,1.58,,
3186,figure s2 effect,1.58,,
3186,south african coast,1.58,,
3186,chlorophyll-a determination chl-a,1.58,,
3186,cold surface water,1.58,,
3186,inorganic nutrient ratio,1.58,,
3186,surface air temperature,1.58,,
3186,low ambient nh4,1.58,,
3186,dc doney sc,1.58,,
3186,chemical reducing equivalent,1.58,,
3186,contemporary polar front,1.58,,
3186,light grey area,1.58,,
3186,photosynthetic carbon-uptake rate,1.58,,
3186,autotrophic picoplankton anp,1.58,,
3186,turbulence phytoplankton cell,1.58,,
3186,once-perennial sea ice,1.58,,
3186,optional toxic component,1.58,,
3186,ssh anomaly field,1.58,,
3186,current funding model,1.58,,
3186,phytoplankton photosynthesis decrease,1.58,,
3186,coastal upwelling region,1.58,,
3186,dec release originate,1.58,,
3186,neuse river estuary,1.58,,
3186,inequality con3 straint,1.58,,
3186,sedimentary record north,1.58,,
3186,appendicularian oikopleura sp,1.58,,
3186,ipy activity id,1.58,,
3186,efficient internal recycling,1.58,,
3186,c uptake flow,1.58,,
3186,greater north sea,1.58,,
3186,ecosystem conse- quence,1.58,,
3186,range low nutrient,1.58,,
3186,single kittiwake colony,1.58,,
3186,western north atlantic,1.58,,
3186,winter secchi depth,1.58,,
3186,supply organic matter,1.58,,
3186,entire water column,1.58,,
3186,food web ecology,1.58,,
3186,nearconstant solar irradiance,1.58,,
3186,est reading frame,1.58,,
3186,weddell sea flow,1.58,,
3186,nested linear model,1.58,,
3186,coastal zone impact,1.58,,
3186,secondary photochemical reduction,1.58,,
3186,eld strait region,1.58,,
3186,ocean ecology function,1.58,,
3186,refer- ence condition,1.58,,
3186,dynamic redox cycle,1.58,,
3186,herbivorous mesozooplankton biomass,1.58,,
3186,//www.sciencemag.org/content/320/5874/336.full.html a list,1.58,,
3186,single molecule measurement,1.58,,
3186,primary photochemical process,1.58,,
3186,nitrogen fixation balance,1.58,,
3186,nutrient enrichment experiment,1.58,,
3186,normal temporal phasing,1.58,,
3186,live zooplankton feed,1.58,,
3186,simulated atlantic margin,1.58,,
3186,four-link trophic cascade,1.58,,
3186,shallow topographical feature,1.58,,
3186,parasite diploid genome,1.58,,
3186,clear eutrophication signal,1.58,,
3186,phytoplankton growth response,1.58,,
3186,c o /p,1.58,,
3186,basin growth-collapse-recovery cycle,1.58,,
3186,common laboratory diatom,1.58,,
3186,yngvar olsen4 copepod,1.58,,
3186,mineral nutrient depletion,1.58,,
3186,singular anthropospheric phenomenon,1.58,,
3186,popula- tion regulation,1.58,,
3186,plankton physiological response,1.58,,
3186,four-link food chain,1.58,,
3186,dominant phytoplankton group,1.58,,
3186,transcriptional host-virus interaction,1.58,,
3186,natural coccolithophore assemblage,1.58,,
3186,divergent subpolar gyre,1.58,,
3186,mr robert jones,1.58,,
3186,nutrient-enriched chesapeake bay,1.58,,
3186,best-correlated climate index,1.58,,
3186,unrealistic chl measurement,1.58,,
3186,total primary production,1.58,,
3186,atmospheric gas composition,1.58,,
3186,complex trophic interaction,1.58,,
3186,a specific nutrient,1.58,,
3186,light-induced chlorophyll adjustment,1.58,,
3186,fastest-growing agricultural activity,1.58,,
3186,incomplete proteome sampling,1.58,,
3186,activation temperausing complex,1.58,,
3186,phytoplankton produc- tion,1.58,,
3186,bacterial mediated c,1.58,,
3186,molten salt electrochemistry,1.58,,
3186,be- special feature,1.58,,
3186,extratropical ocean ventilation,1.58,,
3186,san joaquin river,1.58,,
3186,natural iron flux,1.58,,
3186,mm gluconic acid,1.58,,
3186,nutrient control treatment,1.58,,
3186,euphotic zone return,1.58,,
3186,annual n loading,1.58,,
3186,calcium carbonate mineral,1.58,,
3186,co t uptake,1.58,,
3186,small temperature change,1.58,,
3186,effective quantum yield,1.58,,
3186,polar programs grant,1.58,,
3186,ribulose bisphosphate carboxylase,1.58,,
3186,demersal fish species.,1.58,,
3186,vitamin k analogue,1.58,,
3186,unit surface area,1.58,,
3186,community elemental ratio,1.58,,
3186,average growth rate,1.58,,
3186,near-shore coastal survey,1.58,,
3186,simple constant turnover,1.58,,
3186,cil biomass l,1.58,,
3186,cellular stress proteome,1.58,,
3186,excessive phytoplankton growth,1.58,,
3186,day-night cycle open,1.58,,
3186,western scotia sea,1.58,,
3186,datum entry error,1.58,,
3186,upper pelagic water,1.58,,
3186,coccolith species abundance,1.58,,
3186,united state estuary,1.58,,
3186,coastal fertilization propagate,1.58,,
3186,low ph/high pco2,1.58,,
3186,smooth nonlinear map,1.58,,
3186,stepwise selection procedure,1.58,,
3186,fe-induced phytoplankton growth,1.58,,
3186,steady mixed layer,1.58,,
3186,diversity ecosys- tem,1.58,,
3186,excess c condition,1.58,,
3186,aeolian iron flux,1.58,,
3186,small tidal energy,1.58,,
3186,mm teflon filter,1.58,,
3186,biologically mediated exchange,1.58,,
3186,stepwise variable selection,1.58,,
3186,strict homeostatic organism,1.58,,
3186,: the biogeochemistry,1.58,,
3186,diatom primary production,1.58,,
3186,upper ocean transparency,1.58,,
3186,diatom p. tricornutum,1.58,,
3186,single-celled phaeocystis spp,1.58,,
3186,marine caco3 sediment,1.58,,
3186,expedition chief scientist,1.58,,
3186,south shetland island,1.58,,
3186,serial endosymbiosis theory,1.58,,
3186,permanent sea ice,1.58,,
3186,site rapid 2112-b,1.58,,
3186,la el ni,1.58,,
3186,terrestrial food chain,1.58,,
3186,future te research,1.58,,
3186,bio- chemical view,1.58,,
3186,fossil terrestrial production,1.58,,
3186,constrained minimum-norm leastsquare,1.58,,
3186,open ocean community,1.58,,
3186,bacteria nutrient partitioning,1.58,,
3186,isotope fractionation analysis,1.58,,
3186,natural interannual variability,1.58,,
3186,green macroalgal bloom,1.58,,
3186,lce1.5 c lo1.0,1.58,,
3186,water table term,1.58,,
3186,l glass flask,1.58,,
3186,light optical microscope,1.58,,
3186,paleocene-eocene thermal maximum,1.58,,
3186,abiotic particle scavenging,1.58,,
3186,open symbol phytoplankton,1.58,,
3186,upper south cove,1.58,,
3186,common sedimentation technique,1.58,,
3186,northeastern united state,1.58,,
3186,oceanic nitrifica- tion,1.58,,
3186,primary producer community,1.58,,
3186,effective management strategy,1.58,,
3186,si/n uptake ratio,1.58,,
3186,small anthropogenic interference.,1.58,,
3186,diatom-dominated benthic community,1.58,,
3186,marine pelagic ciliate,1.58,,
3186,danube river dam,1.58,,
3186,semi-constant chemistry state,1.58,,
3186,automatic outlier removal,1.58,,
3186,bivalve veliger larva,1.58,,
3186,western weddell-scotia con,1.58,,
3186,long-term policy planner,1.58,,
3186,frede.thingstad @ bio.uib.no,1.58,,
3186,marine pp datum,1.58,,
3186,clean chelex-100 resin,1.58,,
3186,clear biological meaning,1.58,,
3186,outer archipelago sea,1.58,,
3186,cop released don,1.58,,
3186,oligotrophic bacterial assemblage,1.58,,
3186,1national oceanography centre,1.58,,
3186,jellyfish sarsia gemmifera,1.58,,
3186,physical climate factor,1.58,,
3186,practi- cal manual,1.58,,
3186,large-scale red tide,1.58,,
3186,acid-soaked polycarbonate bottle,1.58,,
3186,ms shanon pead,1.58,,
3186,complex integrated system,1.58,,
3186,intra- guild predation,1.58,,
3186,chesapeake bay estuary,1.58,,
3186,carbon dioxide drawdown,1.58,,
3186,phosphorus loadsubtle sign,1.58,,
3186,complex empirical model,1.58,,
3186,glacial- interglacial cycle,1.58,,
3186,wiley-liss zhang y,1.58,,
3186,bacterial phosphorous uptake,1.58,,
3186,kergue- len plateau,1.58,,
3186,bacterial growth efficiency,1.58,,
3186,ample light supply,1.58,,
3186,marine plankton organism,1.58,,
3186,marine primary production1,1.58,,
3186,flagellate phaeocystis sp,1.58,,
3186,original flow network,1.58,,
3186,potent climate-active gas,1.58,,
3186,ocean circulation pattern,1.58,,
3186,nonindigenous aquatic specie,1.58,,
3186,calanoid copepod community,1.58,,
3186,ecological eco- nomic,1.58,,
3186,calcium carbonate plate,1.58,,
3186,crude particulate matter,1.58,,
3186,simple loadingplot model,1.58,,
3186,central north pacific,1.58,,
3186,primary production variability,1.58,,
3186,pp nutrient support,1.58,,
3186,to20t0h9e amt ode,1.58,,
3186,trace element transformation,1.58,,
3186,daily ph reading,1.58,,
3186,food web experiment,1.58,,
3186,marine pelagic phenology,1.58,,
3186,equatohe earth system,1.58,,
3186,copepod preda- tion,1.58,,
3186,inadequate nutritional composition,1.58,,
3186,peru chlorophyll time-series,1.58,,
3186,eastern pacific pp,1.58,,
3186,kelp forest ecosystem,1.58,,
3186,aquatic photoautotrophic specie,1.58,,
3186,low-nutrient input system,1.58,,
3186,leucine incorporation method,1.58,,
3186,biogenic carbonate precipitation,1.58,,
3186,marine biological laboratory,1.58,,
3186,nutrient water pollution,1.58,,
3186,single model framework,1.58,,
3186,lateral dfe supply,1.58,,
3186,mineral nutrient limitation,1.58,,
3186,taxo- nomic group,1.58,,
3186,persistent thermal stratification,1.58,,
3186,primary production datum,1.58,,
3186,nonindigenous suspension feeder,1.58,,
3186,imagej software suite,1.58,,
3186,provasoli-guillard national center,1.58,,
3186,spring bloom season,1.58,,
3186,log scale ordinate,1.58,,
3186,sufficient ecological theory,1.58,,
3186,cil food c,1.58,,
3186,simplified photoreduction scheme,1.58,,
3186,betty moore foundation,1.58,,
3186,single quality element,1.58,,
3186,final cell density,1.58,,
3186,wind-driven surface flow,1.58,,
3186,niche apportionment theory,1.58,,
3186,main supply process,1.58,,
3186,caodn treeon saoc,1.58,,
3186,permanent el nin,1.58,,
3186,sigma chemical inc,1.58,,
3186,small photoautotrophic cell,1.58,,
3186,quiescent euphotic zone,1.58,,
3186,such isotopic record,1.58,,
3186,radio- carbon age,1.58,,
3186,microscopic drifting plankton,1.58,,
3186,itraq ms-based method,1.58,,
3186,dissolved inorganic pool,1.58,,
3186,ambient mesozooplankton biomass,1.58,,
3186,nitrogen assim- ilation,1.58,,
3186,thin continuous line,1.58,,
3186,local ecohydrodynamic condition,1.58,,
3186,c l-1 carbon,1.58,,
3186,analogous climate variation,1.58,,
3186,solid downward arrow,1.58,,
3186,entire primary producer,1.58,,
3186,liquid scintillation counter,1.58,,
